ID_Sesion,NivelEstudiante,Disciplina,FechaSesion,DuracionMinutos,TotalIndicaciones,TipoTarea,NivelAsistenciaIA,ResultadoFinal,UsadoNuevamente,CalificacionSatisfaccion
SESSION00302,Preparatoria,Biología,2024-09-30,26.34,6,Redacción,4,Tarea Completada,True,2.6
SESSION00303,Universitario,Biología,2025-03-19,5.5,1,Ayuda con Tareas,3,Confundido,True,2.4
SESSION00304,Universitario,Matemáticas,2024-08-12,11.76,3,Investigación,3,Confundido,True,3.5
SESSION00305,Universitario,Psicología,2025-02-02,25.46,10,Programación,2,Tarea Completada,True,1.9
SESSION00306,Preparatoria,Matemáticas,2024-09-03,9.37,2,Programación,4,Idea Rezagada,True,4.6
SESSION00307,Graduado,Negocios,2025-05-06,18.74,2,Programación,1,Tarea Completada,True,1.5
SESSION00308,Preparatoria,Ingeniería,2025-02-27,5.81,1,Ayuda con Tareas,5,Confundido,True,5.0
SESSION00309,Preparatoria,Negocios,2025-02-04,35.62,13,Estudio,3,Idea Rezagada,True,2.5
SESSION00310,Universitario,Negocios,2024-08-09,16.58,3,Redacción,2,Tarea Completada,True,3.3
SESSION00311,Universitario,Ciencias de la Computación,2025-03-11,3.82,1,Estudio,2,Gave Up,True,2.3
SESSION00312,Preparatoria,Biología,2024-09-28,5.55,2,Estudio,3,Tarea Completada,True,3.5
SESSION00313,Graduado,Historia,2024-08-14,33.36,12,Programación,5,Tarea Completada,True,5.0
SESSION00314,Universitario,Historia,2025-03-27,9.81,2,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION00315,Preparatoria,Historia,2024-07-09,47.09,15,Estudio,4,Tarea Completada,True,4.8
SESSION00316,Universitario,Ciencias de la Computación,2024-09-21,16.69,8,Programación,3,Tarea Completada,True,2.5
SESSION00317,Universitario,Historia,2024-09-29,31.75,10,Programación,5,Tarea Completada,True,5.0
SESSION00318,Graduado,Biología,2025-01-09,3.3,1,Redacción,4,Idea Rezagada,True,5.0
SESSION00319,Universitario,Biología,2024-07-12,18.43,1,Programación,2,Tarea Completada,True,1.8
SESSION00320,Universitario,Historia,2025-04-03,4.74,1,Redacción,3,Tarea Completada,True,3.7
SESSION00322,Universitario,Negocios,2025-03-16,7.29,2,Redacción,5,Tarea Completada,True,3.2
SESSION00324,Graduado,Ingeniería,2024-08-14,14.26,2,Programación,4,Confundido,True,1.8
SESSION00325,Universitario,Psicología,2024-09-16,4.1,1,Estudio,3,Idea Rezagada,True,4.1
SESSION00326,Universitario,Negocios,2024-08-14,2.85,1,Redacción,5,Tarea Completada,True,5.0
SESSION00328,Preparatoria,Psicología,2025-02-02,16.06,4,Investigación,5,Gave Up,True,4.5
SESSION00330,Preparatoria,Ciencias de la Computación,2025-03-04,36.82,14,Ayuda con Tareas,4,Confundido,True,4.2
SESSION00331,Preparatoria,Psicología,2024-09-13,43.18,11,Redacción,4,Tarea Completada,True,4.6
SESSION00333,Graduado,Negocios,2024-08-06,32.63,12,Estudio,2,Tarea Completada,True,2.0
SESSION00334,Graduado,Historia,2025-05-12,25.56,8,Programación,4,Idea Rezagada,True,4.0
SESSION00335,Universitario,Historia,2025-03-21,16.77,3,Estudio,3,Tarea Completada,True,2.5
SESSION00336,Universitario,Matemáticas,2024-06-29,11.91,3,Ayuda con Tareas,5,Tarea Completada,True,4.6
SESSION00337,Universitario,Ciencias de la Computación,2024-12-01,41.87,9,Redacción,3,Confundido,True,2.4
SESSION00338,Universitario,Ingeniería,2024-08-04,39.77,9,Redacción,3,Tarea Completada,True,3.0
SESSION00339,Graduado,Biología,2024-11-03,33.45,9,Redacción,4,Gave Up,True,3.7
SESSION00340,Universitario,Negocios,2024-09-12,23.0,5,Lluvia de Ideas,3,Confundido,True,3.8
SESSION00341,Universitario,Ingeniería,2024-12-14,15.82,3,Ayuda con Tareas,2,Tarea Completada,True,1.0
SESSION00343,Universitario,Negocios,2025-03-04,15.62,6,Estudio,4,Idea Rezagada,True,3.1
SESSION00344,Preparatoria,Matemáticas,2025-04-01,19.67,4,Redacción,4,Tarea Completada,True,3.1
SESSION00345,Universitario,Matemáticas,2025-03-02,12.47,16,Programación,4,Gave Up,True,4.0
SESSION00346,Graduado,Ingeniería,2025-04-25,36.36,8,Redacción,4,Idea Rezagada,True,2.5
SESSION00347,Preparatoria,Biología,2024-08-10,10.01,3,Estudio,4,Confundido,True,4.4
SESSION00348,Universitario,Ciencias de la Computación,2025-05-27,15.63,4,Redacción,5,Confundido,True,5.0
SESSION00350,Universitario,Negocios,2025-02-02,0.03,1,Ayuda con Tareas,5,Idea Rezagada,True,5.0
SESSION00352,Preparatoria,Biología,2024-11-18,20.59,9,Estudio,3,Idea Rezagada,True,1.7
SESSION00353,Universitario,Historia,2025-03-07,7.79,1,Redacción,2,Tarea Completada,True,2.0
SESSION00354,Preparatoria,Negocios,2025-01-11,14.18,4,Programación,3,Tarea Completada,True,2.7
SESSION00355,Preparatoria,Negocios,2025-03-15,13.67,4,Redacción,5,Tarea Completada,True,4.6
SESSION00356,Universitario,Psicología,2024-10-08,22.26,8,Redacción,3,Idea Rezagada,True,3.5
SESSION00357,Universitario,Biología,2024-12-13,5.67,1,Redacción,5,Confundido,True,4.5
SESSION00358,Universitario,Ingeniería,2025-03-08,9.04,1,Lluvia de Ideas,3,Idea Rezagada,True,3.9
SESSION00359,Preparatoria,Historia,2024-09-10,39.09,8,Programación,3,Idea Rezagada,True,3.4
SESSION00361,Universitario,Psicología,2025-02-25,10.69,3,Programación,4,Gave Up,True,4.4
SESSION00362,Universitario,Historia,2024-08-19,10.15,3,Estudio,3,Idea Rezagada,True,3.4
SESSION00363,Universitario,Negocios,2024-09-12,19.26,5,Redacción,4,Tarea Completada,True,4.1
SESSION00364,Universitario,Psicología,2024-11-22,7.04,2,Programación,3,Idea Rezagada,True,3.2
SESSION00366,Universitario,Matemáticas,2024-09-05,9.61,2,Ayuda con Tareas,4,Tarea Completada,True,5.0
SESSION00367,Universitario,Ingeniería,2025-05-27,14.03,6,Redacción,2,Idea Rezagada,True,1.2
SESSION00368,Preparatoria,Psicología,2025-03-09,4.78,1,Programación,1,Gave Up,True,1.9
SESSION00369,Universitario,Psicología,2025-05-23,12.03,3,Redacción,2,Tarea Completada,True,2.9
SESSION00371,Universitario,Matemáticas,2024-09-26,11.98,3,Ayuda con Tareas,3,Idea Rezagada,True,1.0
SESSION00372,Universitario,Ingeniería,2024-12-31,15.24,2,Estudio,4,Idea Rezagada,True,3.8
SESSION00374,Universitario,Matemáticas,2024-10-08,3.93,1,Programación,4,Tarea Completada,True,4.5
SESSION00375,Universitario,Negocios,2024-12-10,3.32,1,Programación,2,Tarea Completada,True,2.1
SESSION00376,Preparatoria,Biología,2024-07-13,13.91,3,Ayuda con Tareas,5,Tarea Completada,True,4.6
SESSION00377,Graduado,Ingeniería,2024-09-29,8.47,1,Redacción,4,Idea Rezagada,True,2.4
SESSION00378,Universitario,Negocios,2024-06-25,6.53,2,Ayuda con Tareas,3,Tarea Completada,True,2.8
SESSION00379,Graduado,Ingeniería,2024-12-09,30.96,6,Ayuda con Tareas,4,Tarea Completada,True,2.4
SESSION00380,Universitario,Matemáticas,2024-12-21,30.27,5,Redacción,3,Tarea Completada,True,2.8
SESSION00381,Universitario,Psicología,2024-08-24,31.31,6,Programación,4,Idea Rezagada,True,4.1
SESSION00382,Graduado,Matemáticas,2024-07-17,18.08,8,Lluvia de Ideas,3,Confundido,True,3.5
SESSION00383,Preparatoria,Negocios,2025-04-23,9.85,3,Programación,4,Tarea Completada,True,3.8
SESSION00384,Graduado,Psicología,2025-06-04,33.06,10,Programación,2,Tarea Completada,True,1.1
SESSION00385,Universitario,Psicología,2025-05-13,40.6,9,Estudio,2,Tarea Completada,True,2.2
SESSION00386,Preparatoria,Matemáticas,2024-07-17,24.26,2,Lluvia de Ideas,2,Idea Rezagada,True,1.4
SESSION00389,Universitario,Matemáticas,2025-01-13,61.31,18,Estudio,3,Tarea Completada,True,3.2
SESSION00390,Universitario,Ingeniería,2024-10-14,28.8,6,Estudio,2,Idea Rezagada,True,1.6
SESSION00391,Universitario,Matemáticas,2024-09-11,3.53,1,Programación,3,Tarea Completada,True,4.1
SESSION00392,Universitario,Ingeniería,2024-12-01,12.87,4,Investigación,5,Tarea Completada,True,5.0
SESSION00393,Graduado,Ingeniería,2024-08-05,3.54,1,Redacción,4,Tarea Completada,True,4.2
SESSION00394,Universitario,Psicología,2025-06-01,6.99,2,Programación,2,Tarea Completada,True,2.9
SESSION00395,Preparatoria,Psicología,2024-10-13,23.69,5,Estudio,3,Tarea Completada,True,3.5
SESSION00396,Preparatoria,Biología,2024-08-17,28.33,12,Programación,5,Confundido,True,5.0
SESSION00397,Preparatoria,Historia,2024-12-20,22.81,5,Redacción,3,Idea Rezagada,True,3.7
SESSION00398,Universitario,Negocios,2024-10-10,12.61,5,Ayuda con Tareas,5,Confundido,True,4.2
SESSION00400,Graduado,Historia,2024-12-06,35.16,7,Programación,5,Tarea Completada,True,5.0
SESSION00401,Graduado,Biología,2025-04-18,20.06,9,Redacción,4,Tarea Completada,True,2.7
SESSION00402,Universitario,Ingeniería,2024-06-29,7.0,2,Programación,3,Tarea Completada,True,2.9
SESSION00404,Graduado,Historia,2025-04-25,24.65,6,Programación,4,Idea Rezagada,True,4.3
SESSION00405,Universitario,Biología,2025-04-16,17.26,3,Redacción,4,Idea Rezagada,True,4.6
SESSION00409,Universitario,Ingeniería,2024-12-17,10.12,4,Estudio,1,Idea Rezagada,True,1.0
SESSION00410,Universitario,Ingeniería,2024-11-06,12.91,4,Programación,3,Confundido,True,3.1
SESSION00411,Graduado,Historia,2024-10-19,7.62,12,Programación,4,Gave Up,True,5.0
SESSION00413,Universitario,Historia,2024-09-19,17.95,3,Investigación,2,Tarea Completada,True,2.1
SESSION00414,Preparatoria,Negocios,2024-12-15,62.76,17,Ayuda con Tareas,4,Idea Rezagada,True,3.6
SESSION00415,Universitario,Ingeniería,2024-09-10,8.1,1,Estudio,2,Idea Rezagada,True,1.0
SESSION00416,Universitario,Psicología,2025-03-18,7.89,1,Estudio,4,Tarea Completada,True,4.3
SESSION00417,Universitario,Biología,2025-05-25,50.58,1,Redacción,3,Tarea Completada,True,4.3
SESSION00418,Preparatoria,Ingeniería,2024-10-09,28.71,6,Ayuda con Tareas,5,Tarea Completada,True,5.0
SESSION00419,Preparatoria,Psicología,2025-05-16,25.06,6,Ayuda con Tareas,5,Tarea Completada,True,4.1
SESSION00420,Graduado,Biología,2024-12-26,12.02,3,Redacción,4,Tarea Completada,True,2.9
SESSION00421,Universitario,Matemáticas,2024-11-22,3.64,1,Programación,2,Idea Rezagada,True,2.0
SESSION00422,Universitario,Biología,2024-10-06,41.64,20,Ayuda con Tareas,3,Tarea Completada,True,4.5
SESSION00424,Universitario,Matemáticas,2024-12-27,40.96,12,Lluvia de Ideas,4,Gave Up,True,4.3
SESSION00425,Preparatoria,Ingeniería,2024-09-17,19.56,6,Estudio,2,Tarea Completada,True,2.0
SESSION00426,Graduado,Ingeniería,2024-12-11,21.57,6,Ayuda con Tareas,3,Tarea Completada,True,2.3
SESSION00427,Graduado,Negocios,2025-06-10,11.4,5,Redacción,3,Tarea Completada,True,5.0
SESSION00428,Universitario,Biología,2024-08-14,33.76,6,Redacción,4,Gave Up,True,4.0
SESSION00429,Graduado,Negocios,2025-05-03,21.68,28,Ayuda con Tareas,5,Gave Up,True,4.7
SESSION00430,Graduado,Negocios,2025-04-23,92.76,31,Ayuda con Tareas,2,Idea Rezagada,True,1.6
SESSION00431,Universitario,Matemáticas,2024-09-23,16.97,3,Estudio,4,Tarea Completada,True,3.8
SESSION00433,Preparatoria,Ciencias de la Computación,2024-12-29,27.61,7,Redacción,2,Tarea Completada,True,1.3
SESSION00434,Universitario,Historia,2024-11-20,20.6,6,Estudio,2,Confundido,True,2.0
SESSION00435,Graduado,Psicología,2024-09-17,17.54,4,Redacción,5,Tarea Completada,True,4.7
SESSION00436,Universitario,Ciencias de la Computación,2025-01-24,31.93,15,Programación,3,Gave Up,True,2.6
SESSION00437,Universitario,Psicología,2025-01-07,26.93,5,Programación,4,Confundido,True,3.6
SESSION00438,Graduado,Ciencias de la Computación,2025-02-28,20.33,4,Programación,3,Tarea Completada,True,3.0
SESSION00440,Universitario,Ciencias de la Computación,2024-08-19,7.84,1,Estudio,3,Idea Rezagada,True,5.0
SESSION00441,Universitario,Psicología,2024-08-05,20.59,8,Redacción,3,Tarea Completada,True,2.3
SESSION00442,Universitario,Matemáticas,2024-10-05,18.72,7,Ayuda con Tareas,5,Tarea Completada,True,4.3
SESSION00443,Graduado,Ciencias de la Computación,2025-03-31,18.87,8,Programación,3,Idea Rezagada,True,3.9
SESSION00444,Universitario,Ciencias de la Computación,2024-11-15,11.1,2,Redacción,2,Tarea Completada,True,1.8
SESSION00445,Universitario,Matemáticas,2025-01-12,1.4,1,Ayuda con Tareas,3,Gave Up,True,2.3
SESSION00446,Universitario,Ingeniería,2024-09-30,1.25,6,Redacción,4,Tarea Completada,True,4.5
SESSION00447,Universitario,Psicología,2025-03-18,23.69,6,Programación,4,Idea Rezagada,True,4.0
SESSION00448,Universitario,Ingeniería,2024-08-01,27.31,6,Programación,3,Tarea Completada,True,2.3
SESSION00449,Universitario,Psicología,2024-10-07,4.03,1,Lluvia de Ideas,3,Tarea Completada,True,2.5
SESSION00450,Universitario,Negocios,2025-05-24,19.75,4,Programación,3,Tarea Completada,True,4.3
SESSION00451,Universitario,Psicología,2025-03-06,11.61,4,Estudio,2,Idea Rezagada,True,2.3
SESSION00452,Graduado,Biología,2025-01-10,22.5,10,Estudio,3,Confundido,True,4.9
SESSION00453,Universitario,Ingeniería,2025-04-30,22.48,9,Programación,3,Gave Up,True,2.3
SESSION00454,Universitario,Ingeniería,2024-10-22,8.93,2,Redacción,3,Tarea Completada,True,4.0
SESSION00455,Preparatoria,Ingeniería,2025-01-17,5.1,1,Redacción,5,Tarea Completada,True,4.1
SESSION00456,Graduado,Psicología,2024-11-27,31.16,14,Redacción,3,Tarea Completada,True,2.6
SESSION00457,Graduado,Matemáticas,2024-07-01,13.58,2,Redacción,3,Confundido,True,3.7
SESSION00458,Graduado,Matemáticas,2024-07-18,75.87,4,Ayuda con Tareas,2,Tarea Completada,True,2.5
SESSION00459,Graduado,Ingeniería,2025-01-30,6.17,1,Programación,3,Idea Rezagada,True,4.6
SESSION00460,Graduado,Biología,2025-06-02,21.22,4,Redacción,4,Tarea Completada,True,3.0
SESSION00461,Universitario,Negocios,2024-08-04,11.57,4,Programación,3,Tarea Completada,True,1.4
SESSION00462,Graduado,Psicología,2024-09-25,30.38,14,Programación,3,Tarea Completada,True,2.5
SESSION00463,Universitario,Historia,2025-06-08,47.81,20,Estudio,4,Confundido,True,3.1
SESSION00464,Universitario,Historia,2024-10-11,13.14,4,Redacción,5,Tarea Completada,True,4.8
SESSION00465,Preparatoria,Matemáticas,2024-09-29,1.38,1,Estudio,3,Tarea Completada,True,3.6
SESSION00466,Universitario,Matemáticas,2025-05-04,36.05,8,Redacción,3,Tarea Completada,True,3.3
SESSION00467,Universitario,Historia,2024-09-26,0.94,1,Programación,3,Tarea Completada,True,4.5
SESSION00468,Universitario,Historia,2025-04-14,17.44,4,Estudio,3,Gave Up,True,2.5
SESSION00469,Graduado,Biología,2025-03-10,14.24,4,Redacción,5,Idea Rezagada,True,5.0
SESSION00470,Preparatoria,Ingeniería,2025-06-20,5.23,1,Estudio,5,Idea Rezagada,True,4.5
SESSION00471,Universitario,Psicología,2025-01-25,11.23,3,Programación,2,Tarea Completada,True,1.4
SESSION00472,Universitario,Negocios,2025-05-22,17.09,3,Investigación,3,Confundido,True,4.9
SESSION00473,Universitario,Negocios,2025-02-17,24.63,4,Programación,4,Idea Rezagada,True,5.0
SESSION00474,Preparatoria,Ciencias de la Computación,2025-02-02,4.78,1,Investigación,3,Tarea Completada,True,3.3
SESSION00476,Universitario,Negocios,2025-06-18,8.41,2,Lluvia de Ideas,3,Idea Rezagada,True,2.3
SESSION00477,Graduado,Negocios,2024-11-02,4.79,1,Estudio,4,Idea Rezagada,True,3.4
SESSION00478,Universitario,Ingeniería,2025-06-17,3.51,1,Redacción,3,Tarea Completada,True,3.9
SESSION00479,Universitario,Matemáticas,2024-09-03,13.31,3,Estudio,2,Idea Rezagada,True,1.0
SESSION00480,Universitario,Ingeniería,2025-02-22,10.77,2,Estudio,3,Idea Rezagada,True,3.7
SESSION00481,Preparatoria,Negocios,2025-01-03,5.43,2,Estudio,4,Gave Up,True,4.5
SESSION00482,Graduado,Biología,2025-01-15,17.2,6,Ayuda con Tareas,1,Idea Rezagada,True,1.0
SESSION00483,Graduado,Historia,2024-06-25,11.35,2,Ayuda con Tareas,2,Tarea Completada,True,2.3
SESSION00484,Graduado,Ingeniería,2024-08-20,48.43,13,Programación,4,Idea Rezagada,True,4.2
SESSION00485,Graduado,Matemáticas,2024-07-01,20.67,4,Ayuda con Tareas,4,Confundido,True,4.6
SESSION00486,Graduado,Historia,2024-10-29,19.91,4,Estudio,4,Idea Rezagada,True,2.9
SESSION00487,Universitario,Biología,2025-04-18,6.9,1,Estudio,2,Confundido,True,4.3
SESSION00490,Universitario,Ingeniería,2025-01-25,17.68,4,Ayuda con Tareas,5,Idea Rezagada,True,5.0
SESSION00492,Universitario,Historia,2025-01-30,14.78,3,Redacción,4,Gave Up,True,3.1
SESSION00493,Graduado,Psicología,2024-11-03,8.91,2,Estudio,3,Tarea Completada,True,3.5
SESSION00494,Universitario,Historia,2024-06-24,6.15,1,Estudio,4,Idea Rezagada,True,4.2
SESSION00495,Universitario,Negocios,2024-12-27,12.57,2,Lluvia de Ideas,3,Confundido,True,4.3
SESSION00497,Universitario,Ciencias de la Computación,2024-09-04,19.51,5,Programación,3,Tarea Completada,True,4.4
SESSION00498,Universitario,Matemáticas,2024-08-05,22.96,6,Ayuda con Tareas,4,Tarea Completada,True,5.0
SESSION00499,Universitario,Matemáticas,2025-04-04,16.77,5,Redacción,2,Tarea Completada,True,1.1
SESSION00500,Preparatoria,Biología,2024-10-20,21.51,4,Redacción,3,Idea Rezagada,True,2.1
SESSION00501,Universitario,Ingeniería,2025-03-30,10.67,2,Estudio,3,Confundido,True,3.0
SESSION00502,Preparatoria,Ingeniería,2025-04-16,51.13,23,Ayuda con Tareas,3,Tarea Completada,True,1.8
SESSION00503,Graduado,Negocios,2024-12-05,15.67,1,Redacción,3,Gave Up,True,3.0
SESSION00504,Preparatoria,Ingeniería,2024-09-29,29.54,5,Lluvia de Ideas,5,Idea Rezagada,True,3.2
SESSION00505,Universitario,Ingeniería,2025-03-21,0.8,1,Redacción,4,Idea Rezagada,True,5.0
SESSION00506,Universitario,Historia,2025-05-02,61.64,18,Programación,5,Tarea Completada,True,5.0
SESSION00507,Graduado,Historia,2024-10-07,15.56,6,Investigación,4,Confundido,True,3.5
SESSION00508,Universitario,Psicología,2025-02-06,1.73,1,Ayuda con Tareas,4,Idea Rezagada,True,3.5
SESSION00509,Universitario,Ciencias de la Computación,2024-09-09,13.74,4,Redacción,1,Tarea Completada,True,1.0
SESSION00511,Graduado,Negocios,2024-11-27,1.31,1,Redacción,2,Confundido,True,2.1
SESSION00513,Universitario,Ingeniería,2025-05-16,26.85,10,Programación,3,Idea Rezagada,True,4.2
SESSION00514,Preparatoria,Ciencias de la Computación,2025-02-12,14.84,4,Redacción,3,Tarea Completada,True,4.4
SESSION00515,Universitario,Biología,2025-01-29,19.17,6,Investigación,4,Idea Rezagada,True,3.0
SESSION00516,Universitario,Ingeniería,2025-01-29,39.56,11,Estudio,5,Tarea Completada,True,3.9
SESSION00517,Graduado,Ingeniería,2024-11-09,20.67,5,Ayuda con Tareas,4,Idea Rezagada,True,4.6
SESSION00518,Preparatoria,Matemáticas,2024-07-31,18.52,4,Redacción,4,Tarea Completada,True,2.9
SESSION00520,Universitario,Ingeniería,2025-03-31,37.23,17,Programación,4,Tarea Completada,True,4.5
SESSION00521,Graduado,Matemáticas,2025-02-21,16.01,4,Programación,4,Gave Up,True,3.6
SESSION00522,Graduado,Biología,2024-09-08,53.5,13,Ayuda con Tareas,3,Confundido,True,4.5
SESSION00523,Universitario,Psicología,2025-06-04,9.99,4,Programación,4,Tarea Completada,True,3.4
SESSION00525,Universitario,Negocios,2024-10-28,9.6,3,Redacción,3,Tarea Completada,True,2.7
SESSION00526,Graduado,Historia,2024-07-11,10.48,5,Redacción,5,Confundido,True,5.0
SESSION00527,Preparatoria,Biología,2025-05-23,9.91,4,Programación,3,Confundido,True,2.8
SESSION00528,Universitario,Ingeniería,2024-11-01,21.64,4,Redacción,3,Idea Rezagada,True,4.0
SESSION00529,Graduado,Matemáticas,2024-11-09,16.81,3,Estudio,4,Tarea Completada,True,4.2
SESSION00530,Preparatoria,Ciencias de la Computación,2024-12-24,12.13,10,Ayuda con Tareas,2,Tarea Completada,True,1.5
SESSION00531,Universitario,Matemáticas,2025-04-14,9.27,1,Redacción,3,Tarea Completada,True,2.2
SESSION00532,Universitario,Ciencias de la Computación,2024-09-25,16.51,6,Programación,3,Idea Rezagada,True,3.2
SESSION00534,Universitario,Biología,2024-10-31,24.39,5,Investigación,5,Tarea Completada,True,4.2
SESSION00535,Universitario,Biología,2025-01-01,19.41,5,Redacción,3,Idea Rezagada,True,3.6
SESSION00536,Universitario,Matemáticas,2024-09-20,5.73,1,Redacción,4,Tarea Completada,True,3.9
SESSION00537,Graduado,Biología,2024-12-08,8.89,4,Estudio,4,Confundido,True,3.8
SESSION00538,Graduado,Biología,2025-01-28,19.18,4,Redacción,1,Idea Rezagada,True,1.0
SESSION00539,Graduado,Ciencias de la Computación,2024-06-30,16.35,3,Programación,4,Idea Rezagada,True,3.8
SESSION00540,Preparatoria,Ciencias de la Computación,2025-03-18,12.42,2,Estudio,2,Idea Rezagada,True,1.7
SESSION00541,Graduado,Matemáticas,2024-07-23,12.5,5,Programación,4,Tarea Completada,True,3.0
SESSION00542,Preparatoria,Ciencias de la Computación,2024-08-03,7.83,2,Investigación,4,Idea Rezagada,True,4.2
